Title,Location,Price,Area,Number_of_Rooms,Furnished,Kitchen type,Status,Garden surface,Swimming Pool
Villa for sale,Molenstraat 60,"€699,000",4 bedrooms | 205 m² ,4 bedrooms,No,Installed,Good,450 m² ,Yes
House for sale,Keerbaan 129,"€699,000",4 bedrooms | 269 m² ,4 bedrooms,No,Installed,Good,450 m² ,Yes
Villa for sale,Parklaan 8,"€699,000",4 bedrooms | 372 m² ,4 bedrooms,No,Installed,As new,450 m² ,Yes
Exceptional property for sale,"Rue du Monty 2,21","€720,000",4 bedrooms | 384 m² ,4 bedrooms,No,Hyper equipped,As new,800 m² ,No
Mansion for sale,Jospeh Coosemansstraat 26,"€795,000",5 bedrooms | 248 m² ,5 bedrooms,No,Hyper equipped,Good,90 m² ,No
House for sale,Maxburgdreef 1A,"€795,000",5 bedrooms | 308 m² ,5 bedrooms,No,Installed,Good,90 m² ,No
Apartment block for sale,Rue du Noyer 231,"€799,000",5 bedrooms | 355 m² ,5 bedrooms,Yes,USA installed,Good,90 m² ,No
Villa for sale,Waterloo .,"€895,000",5 bedrooms | 205 m² ,5 bedrooms,No,Hyper equipped,As new,90 m² ,No
Mixed-use building for sale,Chaussée de Tirlemont 162,"€900,000",4 bedrooms | 625 m² ,4 bedrooms,No,Installed,Good,90 m² ,No
House for sale,Wauweringenveld 55,"€980,000",4 bedrooms | 327 m² ,4 bedrooms,No,Installed,Good,90 m² ,No
House for sale,Wauweringenveld 55,"€980,000",4 bedrooms | 327 m² ,4 bedrooms,No,Installed,Good,90 m² ,No
House for sale,Rue Macra 269,"€985,000",7 bedrooms | 500 m² ,7 bedrooms,No,Installed,Good,90 m² ,No
Villa for sale,Oever 26,"€990,000",4 bedrooms | 311 m² ,4 bedrooms,No,Installed,Good,90 m² ,Yes
House for sale,Golfstraat 60,"€295,000",4 bedrooms | 167 m² ,4 bedrooms,No,Semi equipped,To renovate,90 m² ,Yes
Apartment for sale,Ringlaan 15 Box 4,"€369,500",3 bedrooms | 125 m² ,3 bedrooms,No,Installed,As new,45 m² ,Yes
Apartment block for sale,Rue Duwez 23,"€295,000",9 bedrooms,9 bedrooms,No,Installed,To renovate,45 m² ,Yes
House for sale,Hogekamp LOT 3,"€261,687",3 bedrooms | 139 m² ,3 bedrooms,No,Installed,To renovate,274 m² ,Yes
Apartment for sale,Papenstraat 25 Box 0.2,"€225,000",2 bedrooms | 90 m² ,2 bedrooms,No,Installed,As new,274 m² ,Yes
House for sale,1050 — Ixelles,"€570,000",5 bedrooms | 185 m² ,5 bedrooms,No,Installed,To be done up,274 m² ,Yes
Apartment for sale,Markt 132 Box 4,"€215,000",2 bedrooms | 89 m² ,2 bedrooms,No,Installed,Just renovated,274 m² ,Yes
Apartment for sale,Rue des Colombières 12 Box 21,"€264,000",3 bedrooms | 115 m² ,3 bedrooms,No,Installed,Good,274 m² ,Yes
House for sale,Elizabetlaan 276,"€995,000",6 bedrooms | 215 m² ,6 bedrooms,No,USA semi equipped,To renovate,249 m² ,Yes
Apartment block for sale,Leopold II laan 194,"€1,169",8 bedrooms | 382 m² ,8 bedrooms,Yes,USA hyper equipped,As new,95 m² ,No
Other properties for sale,Sperredreef 20,"€1,280",6 bedrooms | 650 m² ,6 bedrooms,No,Installed,Good,95 m² ,No
Villa for sale,Sperredreef 20,"€1,280",6 bedrooms | 650 m² ,6 bedrooms,No,Installed,Good,95 m² ,No
Exceptional property for sale,avenue du Racing 1,"€1,400",3 bedrooms | 350 m² ,3 bedrooms,No,Hyper equipped,Good,95 m² ,No
Villa for sale,Witteduivenhof 2,"€1,550",4 bedrooms | 185 m² ,4 bedrooms,No,Installed,As new,381 m² ,No
Country house for sale,Rooigemstraat 2,"€1,750",5 bedrooms | 1200 m² ,5 bedrooms,No,Hyper equipped,As new,381 m² ,No
House for sale,Rue du Général Bertrand 11,"€1,800",4 bedrooms | 185 m² ,4 bedrooms,No,Semi equipped,Good,6200 m² ,No
Villa for sale,"Avenue des Tilleuls, 54","€2,750",7 bedrooms | 450 m² ,7 bedrooms,No,Hyper equipped,As new,6200 m² ,No
House for sale,avenue de la Corniche 92,"€2,900",6 bedrooms | 1000 m² ,6 bedrooms,No,Installed,Good,6200 m² ,No
House for sale,Val de la cambre 1,"€2,975",5 bedrooms | 917 m² ,5 bedrooms,No,Installed,Good,6200 m² ,No
Villa for sale,Bosduivenlaan 7,"€6,650",5 bedrooms | 358 m² ,5 bedrooms,No,Hyper equipped,As new,1023 m² ,No
House for sale,Residence Aigue-Marine 4,"€350,000",3 bedrooms | 90 m² ,3 bedrooms,No,Semi equipped,Good,1023 m² ,No
House for sale,Rue du Beau Mur 30,"€189,000",4 bedrooms | 150 m² ,4 bedrooms,No,Semi equipped,To renovate,1023 m² ,No
House for sale,5100 — Wépion,"€350,000",2 bedrooms | 100 m² ,2 bedrooms,No,USA installed,Good,500 m² ,No
House for sale,Stuivenberg 3,"€362,500",2 bedrooms | 136 m² ,2 bedrooms,No,USA hyper equipped,Just renovated,57 m² ,No
House for sale,3090 — Overijse,"€495,000",3 bedrooms | 150 m² ,3 bedrooms,No,Hyper equipped,Good,200 m² ,No
House for sale,5530 — Yvoir,"€720,000",5 bedrooms | 280 m² ,5 bedrooms,No,USA installed,As new,2100 m² ,No
House for sale,Rue du Thioray 115 Box /A,"€195,000",3 bedrooms | 110 m² ,3 bedrooms,No,Installed,Good,2100 m² ,No
Villa for sale,1380 — Lasne,"€1,245",5 bedrooms | 300 m² ,5 bedrooms,No,Hyper equipped,As new,2220 m² ,No
House for sale,Rue Solovaz,"€235,000",3 bedrooms | 145 m² ,3 bedrooms,No,Hyper equipped,As new,100 m² ,No
House for sale,Maastrichtersteenweg 120,"€265,000",4 bedrooms | 279 m² ,4 bedrooms,No,Semi equipped,Good,100 m² ,No
House for sale,Rue Lucien Poncelet 58,"€369,500",4 bedrooms | 175 m² ,4 bedrooms,No,Installed,Good,1104 m² ,No
House for sale,Rue d'Athus 40,"€265,000",3 bedrooms | 110 m² ,3 bedrooms,No,Installed,Good,1104 m² ,No
House for sale,Jozef Ponjaertstraat 17,"€285,000",3 bedrooms | 130 m² ,3 bedrooms,Yes,Installed,Good,1104 m² ,No
Mansion for sale,brugsesteenweg 284,"€379,000",4 bedrooms | 200 m² ,4 bedrooms,No,Installed,Good,1104 m² ,No
House for sale,Frans van Ryhovelaan 165,"€399,000",4 bedrooms | 184 m² ,4 bedrooms,No,Installed,Good,1104 m² ,No
House for sale,Impasse Germay 1,"€110,000",2 bedrooms | 95 m² ,2 bedrooms,No,Not installed,To renovate,1104 m² ,No
House for sale,Rue Félix Chaumont 139,"€149,000",3 bedrooms | 90 m² ,3 bedrooms,No,Semi equipped,To be done up,88 m² ,No
House for sale,Avenue des Thermes 40,"€149,000",2 bedrooms | 70 m² ,2 bedrooms,No,Installed,To be done up,88 m² ,No
Apartment block for sale,Rue Petite Mai 45,"€174,000",4 bedrooms | 150 m² ,4 bedrooms,No,Semi equipped,To be done up,88 m² ,No
Chalet for sale,Le Refuge du Grand Taillis 29,"€189,000",2 bedrooms | 60 m² ,2 bedrooms,No,Not installed,Good,1000 m² ,No
House for sale,chaussée de Lessines 240,"€195,000",3 bedrooms | 251 m² ,3 bedrooms,No,Not installed,To renovate,800 m² ,No
House for sale,Des Ecoles 35,"€200,000",2 bedrooms,2 bedrooms,No,Installed,Good,25 m² ,No
House for sale,Rue Mossoux 28,"€239,500",3 bedrooms | 135 m² ,3 bedrooms,No,Not installed,To be done up,25 m² ,No
House for sale,Rue des Chenays 116,"€249,000",4 bedrooms | 179 m² ,4 bedrooms,No,Installed,Good,25 m² ,No
House for sale,rue Chavée 11,"€269,000",3 bedrooms | 155 m² ,3 bedrooms,No,Installed,Good,596 m² ,No
House for sale,Kerkstraat 38,"€279,000",3 bedrooms | 124 m² ,3 bedrooms,No,Installed,Good,596 m² ,No
House for sale,Rue de Waremme 79,"€279,000",4 bedrooms | 191 m² ,4 bedrooms,No,Installed,Good,410 m² ,No
House for sale,Oude Gentbaan 242,"€295,000",4 bedrooms | 194 m² ,4 bedrooms,No,Semi equipped,Just renovated,410 m² ,No
House for sale,Moleysekouter LOT 7,"€345,750",4 bedrooms | 145 m² ,4 bedrooms,No,Installed,Good,410 m² ,No
House for sale,Poisson-Moulin 19,"€350,000",3 bedrooms,3 bedrooms,No,Installed,Good,410 m² ,No
House for sale,Monseigneur Waffelaertlaan 2,"€371,900",3 bedrooms | 156 m² ,3 bedrooms,No,Hyper equipped,As new,410 m² ,No
House for sale,Rue Auguste Dony 17 Box 1,"€375,000",6 bedrooms | 160 m² ,6 bedrooms,No,Installed,Good,3500 m² ,No
Bungalow for sale,Steenberg 13,"€395,000",3 bedrooms | 170 m² ,3 bedrooms,No,Installed,To be done up,3500 m² ,No
House for sale,Rue du coq 111,"€399,000",3 bedrooms | 88 m² ,3 bedrooms,No,Semi equipped,Good,3500 m² ,No
Mixed-use building for sale,Brusselsesteenweg 219-219A,"€495,000",3 bedrooms | 237 m² ,3 bedrooms,No,Installed,Good,3500 m² ,No
Apartment block for sale,Avenue Rogier 285,"€499,000",250 m² ,250 m² square meters livable space,No,Installed,To be done up,3500 m² ,No
Mansion for sale,Grauwwerkersstraat 9,"€599,000",3 bedrooms | 256 m² ,3 bedrooms,No,Installed,As new,3500 m² ,No
House for sale,Torhoutbaan 122,"€649,000",3 bedrooms | 312 m² ,3 bedrooms,No,Installed,Good,3500 m² ,No
Country house for sale,Diepestraat 21,"€775,000",6 bedrooms | 2000 m² ,6 bedrooms,No,Semi equipped,To renovate,1200 m² ,No
Apartment block for sale,Rue Franklin 126,"€1,295",6 bedrooms | 550 m² ,6 bedrooms,No,Semi equipped,To be done up,110 m² ,No
House for sale,77-79 rue Emile de Beco,"€2,650",6 bedrooms | 530 m² ,6 bedrooms,No,Installed,As new,110 m² ,No
Exceptional property for sale,Groenstraat,"€3,750",5 bedrooms | 362 m² ,5 bedrooms,No,Hyper equipped,As new,6585 m² ,No
Villa for sale,"Roden - Ossestraat 9,","€4,350",5 bedrooms | 464 m² ,5 bedrooms,No,Installed,As new,6585 m² ,No
House for sale,Strichtstraat 33,"€279,000",4 bedrooms | 165 m² ,4 bedrooms,No,Installed,To be done up,6585 m² ,No
House for sale,kouterstraat 61,"€299,000",5 bedrooms | 200 m² ,5 bedrooms,No,Semi equipped,Good,6585 m² ,No
House for sale,Chaussée romaine 82 Box A,"€280,000",3 bedrooms | 160 m² ,3 bedrooms,No,Semi equipped,As new,6585 m² ,No
House for sale,Rue Pierre Van Obberghen 22,"€475,000",3 bedrooms | 189 m² ,3 bedrooms,No,Installed,As new,172 m² ,No
House for sale,Wilderstraat 6,"€249,000",2 bedrooms | 160 m² ,2 bedrooms,No,Semi equipped,To be done up,163 m² ,No
House for sale,Golfstraat 60,"€295,000",4 bedrooms | 167 m² ,4 bedrooms,No,Semi equipped,To renovate,163 m² ,No
Apartment for sale,Ringlaan 15 Box 4,"€369,500",3 bedrooms | 125 m² ,3 bedrooms,No,Installed,As new,45 m² ,No
Apartment block for sale,Rue Duwez 23,"€295,000",9 bedrooms,9 bedrooms,No,Installed,To renovate,45 m² ,No
House for sale,Hogekamp LOT 3,"€261,687",3 bedrooms | 139 m² ,3 bedrooms,No,Installed,To renovate,274 m² ,No
Apartment for sale,Papenstraat 25 Box 0.2,"€225,000",2 bedrooms | 90 m² ,2 bedrooms,No,Installed,As new,274 m² ,No
House for sale,1050 — Ixelles,"€570,000",5 bedrooms | 185 m² ,5 bedrooms,No,Installed,To be done up,274 m² ,No
Apartment for sale,Markt 132 Box 4,"€215,000",2 bedrooms | 89 m² ,2 bedrooms,No,Installed,Just renovated,274 m² ,No
Apartment for sale,Rue des Colombières 12 Box 21,"€264,000",3 bedrooms | 115 m² ,3 bedrooms,No,Installed,Good,274 m² ,No
House for sale,Nieuwenroodsesteenweg 41,"€375,000",3 bedrooms | 144 m² ,3 bedrooms,No,Installed,To be done up,274 m² ,No
House for sale,"Rembrandtlaan 1, A","€540,000",3 bedrooms | 180 m² ,3 bedrooms,No,Installed,Good,274 m² ,No
House for sale,Zandstraat 1,"€599,000",3 bedrooms | 200 m² ,3 bedrooms,No,Installed,To be done up,274 m² ,No
House for sale,Rue la Brouck-Cite 27,"€149,000",3 bedrooms | 130 m² ,3 bedrooms,No,Not installed,To renovate,20 m² ,No
Mixed-use building for sale,Rue Griange 11,"€175,000",348 m² ,1 bathroom,No,Not installed,To renovate,32 m² ,No
House for sale,Rue Ferrer 61,"€175,000",3 bedrooms | 112 m² ,3 bedrooms,No,Semi equipped,Good,32 m² ,No
House for sale,Avenue de la Liberation 47,"€185,000",2 bedrooms | 110 m² ,2 bedrooms,No,Installed,Good,32 m² ,No
House for sale,Halvemaanstraat 130,"€219,000",2 bedrooms | 87 m² ,2 bedrooms,No,Semi equipped,To renovate,32 m² ,No
House for sale,Noeveren 11,"€245,000",2 bedrooms | 146 m² ,2 bedrooms,No,Installed,Good,32 m² ,No
House for sale,Terdonkplein 33,"€390,000",4 bedrooms | 248 m² ,4 bedrooms,No,Installed,Good,32 m² ,No
Town-house for sale,3090 — Overijse,"€490,000",3 bedrooms | 165 m² ,3 bedrooms,No,Installed,Good,90 m² ,No
House for sale,1200 — Woluwe-Saint-Lambert,"€595,000",4 bedrooms | 145 m² ,4 bedrooms,No,Semi equipped,Good,190 m² ,No
Villa for sale,1160 — Auderghem,"€1,650",6 bedrooms | 405 m² ,6 bedrooms,No,Installed,To renovate,190 m² ,No
House for sale,Scherpstraat 17,"€350,000",5 bedrooms | 273 m² ,5 bedrooms,No,Installed,To renovate,190 m² ,No
House for sale,Kerkhofstraat 66,"€335,000",3 bedrooms | 138 m² ,3 bedrooms,No,Installed,To renovate,190 m² ,No
House for sale,Rue du Parc de la Tassenière 140,"€59,000",1 bedroom | 30 m² ,1 bedroom,No,Semi equipped,To be done up,190 m² ,No
House for sale,7700 — Mouscron,"€135,000",3 bedrooms | 120 m² ,3 bedrooms,No,Installed,Just renovated,64 m² ,No
House for sale,Bouvreuils 16,"€180,000",3 bedrooms | 115 m² ,3 bedrooms,No,Hyper equipped,As new,625 m² ,No
House for sale,Rue d'Hubinne 46,"€199,000",3 bedrooms | 140 m² ,3 bedrooms,No,Semi equipped,To be done up,1360 m² ,No
House for sale,Molenstraat 20,"€199,000",3 bedrooms | 100 m² ,3 bedrooms,No,Installed,Good,1360 m² ,No
House for sale,Rue Fourneau 87,"€260,000",3 bedrooms | 100 m² ,3 bedrooms,No,Installed,Good,1340 m² ,No
House for sale,Allée du Grand Trone 122,"€265,000",3 bedrooms | 95 m² ,3 bedrooms,Yes,Installed,Good,1953 m² ,No
House for sale,Pastoriestraat 23,"€365,000",4 bedrooms | 187 m² ,4 bedrooms,No,Hyper equipped,As new,500 m² ,No
House for sale,Legen Heirweg 77,"€375,000",4 bedrooms | 170 m² ,4 bedrooms,No,Installed,As new,310 m² ,No
House for sale,Eshagestraat 38,"€395,000",2 bedrooms | 120 m² ,2 bedrooms,No,Hyper equipped,Good,1000 m² ,No
House for sale,Rue Sur les Tours 43,"€399,000",3 bedrooms | 155 m² ,3 bedrooms,Yes,Hyper equipped,As new,667 m² ,No
Villa for sale,1090 — Jette,"€1,499",5 bedrooms | 647 m² ,5 bedrooms,No,Installed,Good,667 m² ,No
Apartment block for sale,Rue Pierre Van Obberghen 22,"€475,000",3 bedrooms | 189 m² ,3 bedrooms,No,Installed,As new,172 m² ,No
House for sale,Rue de la Vallée 31,"€220,000",4 bedrooms | 165 m² ,4 bedrooms,No,Not installed,To be done up,100 m² ,No
House for sale,5020 — Namur Malonne,"€255,000",2 bedrooms | 125 m² ,2 bedrooms,No,Installed,Good,100 m² ,No
Country house for sale,Meerstraat 170,"€550,000",4 bedrooms | 282 m² ,4 bedrooms,No,Semi equipped,Good,100 m² ,No
House for sale,Westkerkestraat 255,"€229,000",3 bedrooms | 147 m² ,3 bedrooms,No,Installed,Good,100 m² ,No
House for sale,Terdonkplein 33,"€390,000",4 bedrooms | 248 m² ,4 bedrooms,No,Installed,Good,100 m² ,No
House for sale,Brugstraat 135,"€595,000",5 bedrooms | 194 m² ,5 bedrooms,No,Installed,Good,100 m² ,No
Villa for sale,3080 — Tervuren,"€785,000",5 bedrooms | 230 m² ,5 bedrooms,No,USA hyper equipped,As new,100 m² ,No
Bungalow for sale,Wenduinesteenweg 150/559,"€299,000",3 bedrooms | 80 m² ,3 bedrooms,Yes,USA hyper equipped,Just renovated,100 m² ,No
House for sale,Rue Bonne Nouvelle 57,"€179,000",4 bedrooms | 150 m² ,4 bedrooms,No,USA hyper equipped,Just renovated,100 m² ,No
House for sale,"Batterijstraat 51,","€219,000",1 bedroom | 73 m² ,1 bedroom,No,Installed,To renovate,100 m² ,No
Mansion for sale,Chaussee de Waterloo 281,"€549,000",5 bedrooms | 202 m² ,5 bedrooms,No,Not installed,To renovate,100 m² ,No
House for sale,Slachthuisstraat 78,"€248,000",3 bedrooms | 125 m² ,3 bedrooms,No,Installed,Good,60 m² ,No
House for sale,Rue Léon Burny 22,"€335,000",3 bedrooms | 140 m² ,3 bedrooms,No,USA installed,As new,500 m² ,No
Villa for sale,Catelijne Verbauwenstraat 2,"€549,000",3 bedrooms | 200 m² ,3 bedrooms,No,USA hyper equipped,As new,200 m² ,No
House for sale,Lokerse Baan 43,"€550,000",3 bedrooms | 144 m² ,3 bedrooms,No,Semi equipped,To renovate,1300 m² ,No
House for sale,Rue des Combattants 24,"€79,000",2 bedrooms | 70 m² ,2 bedrooms,No,Not installed,To renovate,1300 m² ,No
Mixed-use building for sale,Rue Grand'Rue 158,"€99,000",3 bedrooms | 284 m² ,3 bedrooms,No,Not installed,To renovate,200 m² ,No
Mixed-use building for sale,Neufmoulin 48,"€99,000",2 bedrooms | 120 m² ,2 bedrooms,No,Not installed,To restore,200 m² ,No
House for sale,Neufmoulin 48,"€99,000",2 bedrooms | 120 m² ,2 bedrooms,No,Not installed,To restore,200 m² ,No
House for sale,Longvilly 35,"€140,000",2 bedrooms | 88 m² ,2 bedrooms,No,Not installed,To restore,200 m² ,No
House for sale,Tuinwijk 34,"€145,000",3 bedrooms | 120 m² ,3 bedrooms,No,Semi equipped,To renovate,200 m² ,No
House for sale,Rue Faurieux 34,"€159,000",3 bedrooms | 100 m² ,3 bedrooms,No,Semi equipped,Good,200 m² ,No
House for sale,Chaussée de Bastogne 35,"€175,000",4 bedrooms,4 bedrooms,No,Semi equipped,To be done up,200 m² ,No
House for sale,Vlasbloemstraat 2,"€179,000",2 bedrooms | 112 m² ,2 bedrooms,No,Semi equipped,To renovate,200 m² ,No
House for sale,Chaussée de Ramioul 274,"€182,000",3 bedrooms | 100 m² ,3 bedrooms,No,Semi equipped,Just renovated,210 m² ,No
House for sale,Rue John Moses Browning 16,"€197,000",3 bedrooms | 110 m² ,3 bedrooms,No,Semi equipped,Just renovated,50 m² ,No
House for sale,Avenue de la Gare 6,"€200,000",4 bedrooms,4 bedrooms,No,Semi equipped,Good,50 m² ,No
House for sale,Rue des Vergiers 51,"€209,000",3 bedrooms | 139 m² ,3 bedrooms,No,Installed,Just renovated,184 m² ,No
Villa for sale,Route de la Plate Taille 51 Box 16,"€220,000",3 bedrooms | 129 m² ,3 bedrooms,No,Installed,Good,184 m² ,No
House for sale,Ruelle de la Reinette 7,"€220,000",4 bedrooms | 123 m² ,4 bedrooms,No,Installed,Good,184 m² ,No
House for sale,Route de Ramioul 50,"€229,000",3 bedrooms | 151 m² ,3 bedrooms,No,Semi equipped,Good,1600 m² ,Yes
Farmhouse for sale,Béemont 10,"€239,000",3 bedrooms | 140 m² ,3 bedrooms,No,Semi equipped,Good,1600 m² ,Yes
House for sale,Rue des Fontaines Roland 28,"€249,000",6 bedrooms | 200 m² ,6 bedrooms,No,Semi equipped,To be done up,1600 m² ,Yes
House for sale,Sint-Laurentiusstraat 49,"€255,000",3 bedrooms | 181 m² ,3 bedrooms,No,Semi equipped,To be done up,1600 m² ,No
House for sale,Kerkstraat 19 Box 3.3,"€255,500",4 bedrooms | 150 m² ,4 bedrooms,No,Installed,Good,1600 m² ,No
House for sale,Outrijvestraat 89,"€285,000",3 bedrooms | 150 m² ,3 bedrooms,No,Installed,Good,1600 m² ,No
House for sale,Rue de Floriffoux 1,"€297,000",3 bedrooms | 225 m² ,3 bedrooms,No,Installed,Good,1600 m² ,No
House for sale,Binkomstraat 32,"€310,000",2 bedrooms | 250 m² ,2 bedrooms,No,Installed,Good,80 m² ,No
Mixed-use building for sale,Rue Ferrer 91,"€310,000",4 bedrooms | 183 m² ,4 bedrooms,No,Installed,To renovate,80 m² ,No
Apartment block for sale,Rue Ferrer 91,"€310,000",4 bedrooms | 183 m² ,4 bedrooms,No,Installed,To renovate,80 m² ,No
House for sale,Naamsesteenweg 227 E,"€320,000",3 bedrooms | 140 m² ,3 bedrooms,No,Installed,Good,80 m² ,No
House for sale,Rue d'Arabie 10A,"€325,000",3 bedrooms | 120 m² ,3 bedrooms,No,Installed,Good,80 m² ,No
House for sale,Rue Verte 214,"€349,000",3 bedrooms | 139 m² ,3 bedrooms,No,Installed,Good,80 m² ,No
House for sale,François Georges 21 A,"€349,500",4 bedrooms | 230 m² ,4 bedrooms,No,Installed,Good,1427 m² ,No
House for sale,Rue Géologue Maurice Robert 64,"€360,000",3 bedrooms | 120 m² ,3 bedrooms,No,Semi equipped,Good,1453 m² ,No
House for sale,Haltestraat 48,"€364,900",2 bedrooms | 200 m² ,2 bedrooms,No,Semi equipped,Good,1453 m² ,No
House for sale,Kattemstraat 44,"€369,000",4 bedrooms | 180 m² ,4 bedrooms,No,Installed,Just renovated,1453 m² ,No
House for sale,Bierbeekstraat 113,"€370,000",3 bedrooms | 186 m² ,3 bedrooms,No,Installed,To renovate,1453 m² ,No
Mansion for sale,Chaussee de Liege 59,"€395,000",6 bedrooms | 320 m² ,6 bedrooms,No,Installed,To renovate,700 m² ,No
House for sale,Duinenstraat 26,"€408,000",3 bedrooms | 150 m² ,3 bedrooms,No,Installed,Good,700 m² ,No
House for sale,Brusselstraat 358,"€410,000",4 bedrooms | 120 m² ,4 bedrooms,No,Semi equipped,Good,700 m² ,No
House for sale,De Villegas De Clercampstraat 53,"€425,000",4 bedrooms | 240 m² ,4 bedrooms,No,Installed,Good,133 m² ,No
House for sale,Sint-Kruisstraat 19,"€428,000",4 bedrooms | 260 m² ,4 bedrooms,No,USA semi equipped,As new,80 m² ,No
Mixed-use building for sale,Rue de l'Eglise 2,"€440,000",2 bedrooms | 195 m² ,2 bedrooms,No,USA semi equipped,To be done up,80 m² ,No
Apartment block for sale,Rue Demosthene 21,"€450,000",5 bedrooms | 200 m² ,5 bedrooms,No,Hyper equipped,Good,45 m² ,No
Villa for sale,Voie des Chasseurs à Cheval 30,"€450,000",3 bedrooms | 150 m² ,3 bedrooms,No,Installed,To renovate,45 m² ,No
Villa for sale,Voie des Chasseurs à Cheval 30,"€450,000",3 bedrooms | 150 m² ,3 bedrooms,No,Installed,To renovate,45 m² ,No
House for sale,Voort 34,"€450,000",3 bedrooms | 220 m² ,3 bedrooms,No,Installed,To be done up,45 m² ,No
Apartment block for sale,Boulevard Leopold II 110,"€495,000",5 bedrooms | 200 m² ,5 bedrooms,No,Hyper equipped,To renovate,40 m² ,No
House for sale,Boulevard Leopold II 110,"€495,000",5 bedrooms | 200 m² ,5 bedrooms,No,Hyper equipped,To renovate,40 m² ,No
Apartment block for sale,Boulevard Leopold II 110,"€495,000",5 bedrooms | 200 m² ,5 bedrooms,No,Hyper equipped,To renovate,40 m² ,No
House for sale,Dudzeelse Steenweg 684,"€495,000",3 bedrooms | 204 m² ,3 bedrooms,No,Hyper equipped,As new,40 m² ,No
Ground floor for sale,Chaussée de Stockel 328 Box 1,"€470,000",3 bedrooms | 116 m² ,3 bedrooms,No,Hyper equipped,As new,65 m² ,No
House for sale,Golfstraat 60,"€295,000",4 bedrooms | 167 m² ,4 bedrooms,No,Semi equipped,To renovate,65 m² ,No
Apartment for sale,Ringlaan 15 Box 4,"€369,500",3 bedrooms | 125 m² ,3 bedrooms,No,Installed,As new,45 m² ,No
Apartment block for sale,Rue Duwez 23,"€295,000",9 bedrooms,9 bedrooms,No,Installed,To renovate,45 m² ,No
House for sale,Hogekamp LOT 3,"€261,687",3 bedrooms | 139 m² ,3 bedrooms,No,Installed,To renovate,274 m² ,No
Apartment for sale,Papenstraat 25 Box 0.2,"€225,000",2 bedrooms | 90 m² ,2 bedrooms,No,Installed,As new,274 m² ,No
House for sale,1050 — Ixelles,"€570,000",5 bedrooms | 185 m² ,5 bedrooms,No,Installed,To be done up,274 m² ,No
Apartment for sale,Markt 132 Box 4,"€215,000",2 bedrooms | 89 m² ,2 bedrooms,No,Installed,Just renovated,274 m² ,No
House for sale,rue de l'Eau 56,"€520,000",5 bedrooms | 297 m² ,5 bedrooms,No,Hyper equipped,As new,274 m² ,No
House for sale,Pater Damiaanstraat 9,"€529,000",4 bedrooms | 200 m² ,4 bedrooms,Yes,Hyper equipped,As new,274 m² ,No
House for sale,Rue Joseph Netzer 38,"€530,000",5 bedrooms | 379 m² ,5 bedrooms,No,Installed,Good,274 m² ,No
House for sale,Steenweg op Brussel 221,"€565,000",3 bedrooms | 242 m² ,3 bedrooms,No,Installed,Good,274 m² ,No
House for sale,Chaussée De Louvain - Steenweg Op Leuven 1123,"€575,000",3 bedrooms | 148 m² ,3 bedrooms,No,USA installed,Good,127 m² ,No
Mixed-use building for sale,Rue Francois Vekemans 120,"€595,000",3 bedrooms | 198 m² ,3 bedrooms,No,Semi equipped,Good,127 m² ,No
Villa for sale,Gistelsteenweg 192,"€595,000",3 bedrooms | 464 m² ,3 bedrooms,No,Semi equipped,To be done up,127 m² ,No
House for sale,Waterkrekel 15,"€599,000",6 bedrooms | 303 m² ,6 bedrooms,No,Installed,Good,127 m² ,No
Villa for sale,Pinksterbloemstraat 59,"€599,000",4 bedrooms | 237 m² ,4 bedrooms,No,Semi equipped,To be done up,127 m² ,No
House for sale,Parvis Saint-Henri 26,"€650,000",4 bedrooms | 150 m² ,4 bedrooms,No,USA installed,Good,70 m² ,No
Country house for sale,Brique 1,"€665,000",5 bedrooms | 296 m² ,5 bedrooms,No,Installed,To be done up,70 m² ,No
House for sale,Westmeers 10,"€699,000",5 bedrooms | 337 m² ,5 bedrooms,No,Installed,Good,70 m² ,No
House for sale,Chemin Des Postes 2,"€700,000",484 m² ,2 bathrooms,Yes,Hyper equipped,As new,50 m² ,No
House for sale,Justus Lipsiusstraat 77,"€715,000",5 bedrooms | 243 m² ,5 bedrooms,No,Installed,Good,50 m² ,No
Villa for sale,Platanenlaan 13,"€745,000",4 bedrooms | 323 m² ,4 bedrooms,No,Hyper equipped,Good,50 m² ,No
House for sale,Menenstraat 69,"€748,000",4 bedrooms | 244 m² ,4 bedrooms,No,Installed,Good,50 m² ,No
House for sale,Menenstraat 69,"€748,000",4 bedrooms | 244 m² ,4 bedrooms,No,Installed,Good,50 m² ,No
Villa for sale,Spaanse Lindebaan 146,"€750,000",3 bedrooms | 324 m² ,3 bedrooms,No,Hyper equipped,Good,50 m² ,No
Apartment block for sale,Rue du Tivoli 20,"€750,000",10 bedrooms | 687 m² ,10 bedrooms,No,Semi equipped,Good,50 m² ,No
House for sale,Noord-Heikant 14,"€775,000",3 bedrooms | 300 m² ,3 bedrooms,No,USA hyper equipped,As new,50 m² ,No
House for sale,Rue du Rodbusch 7,"€775,000",6 bedrooms | 441 m² ,6 bedrooms,No,USA installed,Good,50 m² ,No
Villa for sale,Vinkenstraat 21,"€785,000",5 bedrooms | 345 m² ,5 bedrooms,No,Hyper equipped,Good,50 m² ,No
