Title,Location,Price,Area,Number_of_Rooms,Furnished,Kitchen type,Status,Garden surface,Swimming Pool
House for sale,Emile Van Arenberghstraat 11,"€625,000",4 bedrooms | 185 m² ,4 bedrooms,No,Installed,As new,250 m² ,No
House for sale,"Omloopstraat 37,","€635,000",3 bedrooms | 285 m² ,3 bedrooms,No,Installed,As new,250 m² ,No
Villa for sale,Cleydaellaan 5,"€645,000",3 bedrooms | 290 m² ,3 bedrooms,No,Hyper equipped,As new,350 m² ,No
House for sale,Tiensesteenweg 28,"€649,000",6 bedrooms | 370 m² ,6 bedrooms,No,Hyper equipped,Just renovated,170 m² ,No
House for sale,Waversebaan 50,"€649,000",5 bedrooms | 330 m² ,5 bedrooms,No,Hyper equipped,To renovate,250 m² ,No
House for sale,"Priorijlaan 7,","€649,000",6 bedrooms | 320 m² ,6 bedrooms,Yes,Installed,Good,78 m² ,No
Mansion for sale,ENGELSENLAAN 4,"€649,000",5 bedrooms | 573 m² ,5 bedrooms,No,USA hyper equipped,Good,78 m² ,No
House for sale,"Keibergstraat 62,","€650,000",4 bedrooms | 261 m² ,4 bedrooms,No,Installed,Good,500 m² ,No
Villa for sale,Merksplassesteenweg 47,"€659,000",5 bedrooms | 400 m² ,5 bedrooms,No,Installed,To renovate,500 m² ,No
Villa for sale,Villa aan de Leie 1000 Box C,"€1,100",3 bedrooms | 260 m² ,3 bedrooms,No,Installed,As new,500 m² ,Yes
Apartment for sale,8500 — Kortrijk,"€197,500",2 bedrooms,2 bedrooms,No,Installed,Just renovated,500 m² ,Yes
Apartment for sale,Avenue Houba de Strooper 66,"€329,000",3 bedrooms | 107 m² ,3 bedrooms,No,Installed,Good,500 m² ,Yes
Ground floor for sale,Pastoor Frederickxstraat 44,"€235,000",3 bedrooms | 104 m² ,3 bedrooms,No,Installed,To be done up,500 m² ,Yes
Duplex for sale,Nieuwstraat 99/0201,"€310,000",2 bedrooms | 115 m² ,2 bedrooms,No,Installed,As new,500 m² ,Yes
House for sale,Bremstraat 3,"€275,000",3 bedrooms | 172 m² ,3 bedrooms,No,Semi equipped,Good,500 m² ,Yes
House for sale,Olmsebaan 6-8-10,"€310,000",7 bedrooms,7 bedrooms,No,Semi equipped,To renovate,500 m² ,Yes
House for sale,Jozef van Gorpstraat 13a,"€369,000",2 bedrooms | 170 m² ,2 bedrooms,No,Semi equipped,Good,500 m² ,Yes
House for sale,Rue Lieutenant Lemercier 26,"€695,000",3 bedrooms | 920 m² ,3 bedrooms,No,Semi equipped,Good,500 m² ,Yes
Mixed-use building for sale,Antwerpsesteenweg 890,"€695,000",4 bedrooms | 210 m² ,4 bedrooms,No,USA hyper equipped,Good,500 m² ,Yes
Mixed-use building for sale,Antwerpsesteenweg 890,"€695,000",4 bedrooms | 210 m² ,4 bedrooms,No,USA hyper equipped,Good,500 m² ,Yes
House for sale,Lentelaan 4,"€695,000",5 bedrooms | 452 m² ,5 bedrooms,No,Installed,To be done up,500 m² ,Yes
Apartment block for sale,Acaciapad 1,"€720,000",23 bedrooms,23 bedrooms,No,Semi equipped,To be done up,500 m² ,Yes
House for sale,1420 — Braine-l'Alleud,"€730,000",4 bedrooms | 520 m² ,4 bedrooms,No,USA hyper equipped,As new,180 m² ,Yes
Villa for sale,Leopoldlaan 36,"€750,000",6 bedrooms | 562 m² ,6 bedrooms,No,Installed,As new,180 m² ,No
House for sale,Juliaan Dillenstraat 29,"€770,000",4 bedrooms | 223 m² ,4 bedrooms,No,Installed,As new,180 m² ,No
Mixed-use building for sale,1080 — SINT-JANS-MOLENBEEK,"€795,000",650 m² ,650 m² square meters livable space,No,Semi equipped,Good,180 m² ,No
Bungalow for sale,"Kousestraat 11,","€795,000",3 bedrooms | 242 m² ,3 bedrooms,No,Installed,Good,420 m² ,No
Manor house for sale,Brusselsesteenweg 474,"€899,000",4 bedrooms | 408 m² ,4 bedrooms,No,Installed,Good,420 m² ,No
House for sale,Rue Du Mont 8 Box 8a 8b,"€900,000",9 bedrooms | 730 m² ,9 bedrooms,No,Installed,Good,420 m² ,No
Apartment block for sale,1000 — Bruxelles,"€925,000",6 bedrooms | 247 m² ,6 bedrooms,No,Installed,To be done up,420 m² ,No
House for sale,"Ijslandvaardersstraat 18,","€925,000",5 bedrooms,5 bedrooms,No,Installed,Good,420 m² ,No
Villa for sale,"Elisabethlaan 35,","€929,000",4 bedrooms | 340 m² ,4 bedrooms,No,Installed,As new,420 m² ,No
Villa for sale,1300 — Wavre,"€1,100",6 bedrooms | 385 m² ,6 bedrooms,No,USA hyper equipped,As new,420 m² ,Yes
Mixed-use building for sale,Op aanvraag,"€1,195",6 bedrooms | 588 m² ,6 bedrooms,No,USA hyper equipped,As new,420 m² ,Yes
Villa for sale,1420 — Braine-l'Alleud,"€1,250",4 bedrooms | 450 m² ,4 bedrooms,No,Installed,Good,420 m² ,Yes
Mansion for sale,Kerkstraat 5-7,"€1,395",10 bedrooms | 620 m² ,10 bedrooms,No,Installed,To renovate,420 m² ,No
Exceptional property for sale,Belgielei 181,"€1,495",4 bedrooms | 367 m² ,4 bedrooms,No,Installed,As new,420 m² ,No
Exceptional property for sale,Belgielei 181,"€1,495",4 bedrooms | 367 m² ,4 bedrooms,No,Installed,As new,420 m² ,No
Exceptional property for sale,Hazegrasstraat 9,"€1,595",4 bedrooms,4 bedrooms,Yes,USA hyper equipped,As new,420 m² ,No
House for sale,1050 — Ixelles,"€1,600",400 m² ,1 bathroom,No,Installed,As new,420 m² ,No
Exceptional property for sale,Rue de la Roye 21,"€1,650",9 bedrooms | 424 m² ,9 bedrooms,No,Hyper equipped,As new,5650 m² ,No
Mansion for sale,Zwartezustersstraat 6,"€1,795",4 bedrooms | 373 m² ,4 bedrooms,No,Hyper equipped,As new,5650 m² ,No
House for sale,3140 — Keerbergen,"€1,895",4 bedrooms | 354 m² ,4 bedrooms,No,Hyper equipped,As new,5650 m² ,No
Castle for sale,4317 — Faimes,"€2,300",8 bedrooms | 11000 m² ,8 bedrooms,No,Installed,Good,5650 m² ,No
Castle for sale,4317 — Faimes,"€2,300",8 bedrooms | 11000 m² ,8 bedrooms,No,Installed,Good,5650 m² ,No
Castle for sale,Froidhtier 13/14,"€2,890",12 bedrooms,12 bedrooms,No,Hyper equipped,Good,4200 m² ,No
House for sale,Velodroomstraat 69,"€210,000",4 bedrooms | 190 m² ,4 bedrooms,No,Hyper equipped,Good,4200 m² ,No
Villa for sale,Villa aan de Leie 1000 Box C,"€1,100",3 bedrooms | 260 m² ,3 bedrooms,No,Hyper equipped,As new,4200 m² ,Yes
Apartment for sale,8500 — Kortrijk,"€197,500",2 bedrooms,2 bedrooms,No,Installed,Just renovated,4200 m² ,Yes
Apartment for sale,Avenue Houba de Strooper 66,"€329,000",3 bedrooms | 107 m² ,3 bedrooms,No,Installed,Good,4200 m² ,Yes
Ground floor for sale,Pastoor Frederickxstraat 44,"€235,000",3 bedrooms | 104 m² ,3 bedrooms,No,Installed,To be done up,4200 m² ,Yes
Duplex for sale,Nieuwstraat 99/0201,"€310,000",2 bedrooms | 115 m² ,2 bedrooms,No,Installed,As new,4200 m² ,Yes
House for sale,Bremstraat 3,"€275,000",3 bedrooms | 172 m² ,3 bedrooms,No,Semi equipped,Good,4200 m² ,Yes
House for sale,Olmsebaan 6-8-10,"€310,000",7 bedrooms,7 bedrooms,No,Semi equipped,To renovate,4200 m² ,Yes
House for sale,Jozef van Gorpstraat 13a,"€369,000",2 bedrooms | 170 m² ,2 bedrooms,No,Semi equipped,Good,4200 m² ,Yes
House for sale,Hendrik Consciencestraat 2,"€289,000",3 bedrooms | 160 m² ,3 bedrooms,No,USA installed,Just renovated,4200 m² ,Yes
House for sale,Heiken 1,"€319,000",2 bedrooms | 330 m² ,2 bedrooms,No,Installed,Good,1200 m² ,Yes
House for sale,Eksterstraat 13,"€395,000",3 bedrooms | 163 m² ,3 bedrooms,No,Installed,To renovate,1200 m² ,No
House for sale,1070 — Anderlecht,"€439,000",5 bedrooms | 290 m² ,5 bedrooms,No,Semi equipped,To renovate,60 m² ,No
House for sale,Chaussee de Saint-Job 617,"€599,000",3 bedrooms | 220 m² ,3 bedrooms,No,Installed,To be done up,40 m² ,No
Villa for sale,Rue de la Tour Japonaise 14,"€765,000",8 bedrooms | 330 m² ,8 bedrooms,No,Hyper equipped,As new,170 m² ,No
House for sale,7130 — Binche,"€140,000",3 bedrooms,3 bedrooms,No,Semi equipped,Just renovated,170 m² ,No
House for sale,Pollarestraat 41,"€199,000",2 bedrooms | 101 m² ,2 bedrooms,No,USA hyper equipped,Good,170 m² ,Yes
House for sale,Kapellendries 65,"€249,000",3 bedrooms | 120 m² ,3 bedrooms,No,USA hyper equipped,As new,170 m² ,Yes
Bungalow for sale,Hoogstraat 151,"€310,000",3 bedrooms | 240 m² ,3 bedrooms,No,USA hyper equipped,To renovate,170 m² ,Yes
House for sale,Zuidlaan 50,"€359,000",3 bedrooms | 180 m² ,3 bedrooms,No,Hyper equipped,As new,170 m² ,No
Apartment block for sale,Gustaaf Verhaeghelaan 10,"€399,000",4 bedrooms,4 bedrooms,No,Hyper equipped,To be done up,170 m² ,No
Apartment block for sale,Boulevard Gendebien 18,"€420,000",9 bedrooms | 285 m² ,9 bedrooms,No,Hyper equipped,Good,150 m² ,No
House for sale,August de Schrijverlaan 2,"€449,000",4 bedrooms | 160 m² ,4 bedrooms,No,Installed,Good,150 m² ,No
House for sale,Guido Gezellestraat 4,"€469,000",3 bedrooms | 158 m² ,3 bedrooms,No,Installed,Good,150 m² ,No
New real estate project - Houses for sale,Oude Gentstraat,"€283,698",3 bedrooms | 152 m² ,3 bedrooms,No,Installed,Good,150 m² ,No
New real estate project - Houses for sale,Oude Gentstraat,"€284,211",3 bedrooms | 151 - 154 m² ,3 bedrooms,No,Installed,Good,150 m² ,No
New real estate project - Houses for sale,vladslostraat 14,"€299,500",3 bedrooms | 149 m² ,3 bedrooms,No,Installed,Good,150 m² ,No
House for sale,Violettestraat 25,"€269,900",4 bedrooms | 135 m² ,4 bedrooms,No,Installed,As new,150 m² ,No
House for sale,"Hugo Verriestlaan 27,","€285,000",3 bedrooms,3 bedrooms,No,Installed,To be done up,123 m² ,No
House for sale,Rue Vanderstichelen 69,"€475,000",4 bedrooms | 170 m² ,4 bedrooms,No,Installed,Good,123 m² ,No
House for sale,Klokketuin 6,"€590,000",5 bedrooms | 536 m² ,5 bedrooms,No,Installed,As new,123 m² ,No
House for sale,Rue Victor Romain 26,"€169,000",4 bedrooms | 168 m² ,4 bedrooms,No,Installed,As new,123 m² ,No
House for sale,Rue de Brigaumont 15,"€249,995",3 bedrooms | 130 m² ,3 bedrooms,No,Installed,As new,200 m² ,No
House for sale,Rue de Gohyssart,"€259,900",3 bedrooms | 243 m² ,3 bedrooms,No,Installed,As new,304 m² ,No
House for sale,Rue de Gohyssart,"€264,900",3 bedrooms | 243 m² ,3 bedrooms,No,Installed,As new,329 m² ,No
House for sale,Rue de Gohyssart,"€269,900",3 bedrooms | 243 m² ,3 bedrooms,No,Installed,As new,475 m² ,No
House for sale,Dammestraat-West 35 Box 11,"€276,600",3 bedrooms | 108 m² ,3 bedrooms,No,Hyper equipped,As new,44 m² ,No
House for sale,Tulpenstraat 1,"€287,000",3 bedrooms | 208 m² ,3 bedrooms,No,Hyper equipped,Good,44 m² ,No
House for sale,Tombroekstraat 249,"€293,250",3 bedrooms | 117 m² ,3 bedrooms,No,Hyper equipped,As new,36 m² ,No
Villa for sale,Villa aan de Leie 1000 Box C,"€1,100",3 bedrooms | 260 m² ,3 bedrooms,No,Hyper equipped,As new,36 m² ,Yes
Apartment for sale,8500 — Kortrijk,"€197,500",2 bedrooms,2 bedrooms,No,Installed,Just renovated,36 m² ,Yes
Apartment for sale,Avenue Houba de Strooper 66,"€329,000",3 bedrooms | 107 m² ,3 bedrooms,No,Installed,Good,36 m² ,Yes
Ground floor for sale,Pastoor Frederickxstraat 44,"€235,000",3 bedrooms | 104 m² ,3 bedrooms,No,Installed,To be done up,36 m² ,Yes
Duplex for sale,Nieuwstraat 99/0201,"€310,000",2 bedrooms | 115 m² ,2 bedrooms,No,Installed,As new,36 m² ,Yes
House for sale,Bremstraat 3,"€275,000",3 bedrooms | 172 m² ,3 bedrooms,No,Semi equipped,Good,36 m² ,Yes
House for sale,Olmsebaan 6-8-10,"€310,000",7 bedrooms,7 bedrooms,No,Semi equipped,To renovate,36 m² ,Yes
House for sale,Jozef van Gorpstraat 13a,"€369,000",2 bedrooms | 170 m² ,2 bedrooms,No,Semi equipped,Good,36 m² ,Yes
House for sale,rue sous la ville 8 Box C,"€365,000",3 bedrooms | 185 m² ,3 bedrooms,No,Installed,As new,36 m² ,Yes
Villa for sale,Rue De Chaumont 15,"€512,000",4 bedrooms | 180 m² ,4 bedrooms,No,Hyper equipped,As new,1120 m² ,No
House for sale,Boomgaardstraat 68B-70A/B,"€870,000",2 bedrooms | 489 m² ,2 bedrooms,No,Installed,As new,1120 m² ,No
Villa for sale,Olmenstraat 3,"€205,000",3 bedrooms | 109 m² ,3 bedrooms,No,Installed,As new,1120 m² ,No
House for sale,"Sint-Margrietstraat 50,","€249,000",2 bedrooms | 100 m² ,2 bedrooms,No,Installed,Good,10 m² ,No
House for sale,Singel 45,"€399,000",3 bedrooms | 170 m² ,3 bedrooms,No,Installed,As new,10 m² ,No
House for sale,Singel 45,"€399,000",3 bedrooms | 170 m² ,3 bedrooms,No,Installed,As new,10 m² ,No
Mixed-use building for sale,Frenchlaan 46,"€175,000",3 bedrooms | 389 m² ,3 bedrooms,No,Installed,To renovate,10 m² ,No
House for sale,Pannenhuisstraat 317,"€233,000",3 bedrooms | 162 m² ,3 bedrooms,No,Installed,To be done up,10 m² ,No
House for sale,Liersesteenweg 24,"€244,000",4 bedrooms | 148 m² ,4 bedrooms,No,Semi equipped,To be done up,10 m² ,No
House for sale,"Jan Blockxstraat 5,","€250,000",4 bedrooms,4 bedrooms,No,Semi equipped,To be done up,10 m² ,No
House for sale,Predikboomstraat 6C,"€236,987",3 bedrooms | 145 m² ,3 bedrooms,No,Semi equipped,To be done up,10 m² ,No
House for sale,Predikboomstraat 6D,"€241,995",3 bedrooms | 145 m² ,3 bedrooms,No,Semi equipped,To be done up,10 m² ,No
House for sale,Kere 58,"€255,000",1 bedroom | 125 m² ,1 bedroom,No,Semi equipped,As new,30 m² ,No
House for sale,Heilige Borre 29,"€329,000",4 bedrooms | 165 m² ,4 bedrooms,Yes,Semi equipped,As new,30 m² ,No
House for sale,8560 — Wevelgem,"€130,000",4 bedrooms | 165 m² ,4 bedrooms,No,Installed,To renovate,11 m² ,No
House for sale,"Lindenstraat 158,","€289,000",3 bedrooms | 150 m² ,3 bedrooms,No,Installed,Good,11 m² ,No
House for sale,"Beernemstraat 26,","€350,000",4 bedrooms | 281 m² ,4 bedrooms,No,Installed,Good,11 m² ,No
House for sale,"Kartuizersstraat 25,","€359,000",3 bedrooms,3 bedrooms,No,Installed,Good,11 m² ,No
Mansion for sale,2018 — Antwerp,"€1,390",4 bedrooms | 375 m² ,4 bedrooms,No,Hyper equipped,As new,11 m² ,No
House for sale,7301 — Hornu,"€100,000",3 bedrooms | 109 m² ,3 bedrooms,No,Hyper equipped,To be done up,11 m² ,No
House for sale,Geldeweistraat 20,"€399,000",3 bedrooms | 165 m² ,3 bedrooms,No,USA hyper equipped,As new,11 m² ,No
Villa for sale,Stationsstraat 270,"€425,000",5 bedrooms,5 bedrooms,No,USA hyper equipped,To renovate,11 m² ,No
Mansion for sale,"Iepersestraat 62,","€1,450",5 bedrooms | 591 m² ,5 bedrooms,No,Installed,As new,11 m² ,No
New real estate project - Houses for sale,Koning Boudewijnlaan 15,"€311,621",3 bedrooms | 144 - 157 m² ,3 bedrooms,No,Installed,As new,11 m² ,No
New real estate project - Houses for sale,Koning Boudewijnlaan 19,"€329,717",3 bedrooms | 157 m² ,3 bedrooms,No,Installed,As new,11 m² ,No
House for sale,"Sint-Jansstraat 28,","€259,000",3 bedrooms | 160 m² ,3 bedrooms,No,Installed,Good,168 m² ,No
House for sale,Alberic Deleustraat 52,"€259,000",4 bedrooms | 166 m² ,4 bedrooms,No,Semi equipped,To renovate,168 m² ,No
House for sale,Rolwagenstraat 22,"€325,000",3 bedrooms | 110 m² ,3 bedrooms,No,Installed,As new,168 m² ,No
Bungalow for sale,Rubenslaan 8,"€365,000",3 bedrooms | 140 m² ,3 bedrooms,No,Semi equipped,As new,168 m² ,No
Villa for sale,Villa aan de Leie 1000 Box C,"€1,100",3 bedrooms | 260 m² ,3 bedrooms,No,Semi equipped,As new,168 m² ,Yes
Apartment for sale,8500 — Kortrijk,"€197,500",2 bedrooms,2 bedrooms,No,Installed,Just renovated,168 m² ,Yes
Apartment for sale,Avenue Houba de Strooper 66,"€329,000",3 bedrooms | 107 m² ,3 bedrooms,No,Installed,Good,168 m² ,Yes
Ground floor for sale,Pastoor Frederickxstraat 44,"€235,000",3 bedrooms | 104 m² ,3 bedrooms,No,Installed,To be done up,168 m² ,Yes
Duplex for sale,Nieuwstraat 99/0201,"€310,000",2 bedrooms | 115 m² ,2 bedrooms,No,Installed,As new,168 m² ,Yes
House for sale,Bremstraat 3,"€275,000",3 bedrooms | 172 m² ,3 bedrooms,No,Semi equipped,Good,168 m² ,Yes
House for sale,Olmsebaan 6-8-10,"€310,000",7 bedrooms,7 bedrooms,No,Semi equipped,To renovate,168 m² ,Yes
House for sale,Jozef van Gorpstraat 13a,"€369,000",2 bedrooms | 170 m² ,2 bedrooms,No,Semi equipped,Good,168 m² ,Yes
Villa for sale,1570 — Galmaarden,"€385,000",3 bedrooms | 252 m² ,3 bedrooms,No,Installed,To be done up,168 m² ,Yes
House for sale,Grote Straat 117,"€70,000",1 bedroom | 111 m² ,1 bedroom,No,Installed,To be done up,168 m² ,Yes
House for sale,Avenue des Champs 18,"€80,000",3 bedrooms | 100 m² ,3 bedrooms,No,Installed,To renovate,55 m² ,Yes
House for sale,Gebroeders van Eyckstraat 75,"€220,000",3 bedrooms | 160 m² ,3 bedrooms,No,Installed,To renovate,55 m² ,Yes
House for sale,fond de Bondry 106,"€280,000",3 bedrooms,3 bedrooms,No,Installed,To renovate,55 m² ,Yes
House for sale,1653 — Dworp,"€325,000",3 bedrooms | 213 m² ,3 bedrooms,No,Installed,To be done up,55 m² ,Yes
Exceptional property for sale,2220 — Heist-op-den-Berg,"€480,000",2 bedrooms | 180 m² ,2 bedrooms,No,Installed,Good,55 m² ,No
Apartment block for sale,7140 — Morlanwelz,"€770,000",10 bedrooms | 505 m² ,10 bedrooms,No,Semi equipped,Good,55 m² ,No
House for sale,7730 — Estaimpuis,"€235,000",3 bedrooms | 150 m² ,3 bedrooms,No,Hyper equipped,Good,55 m² ,No
House for sale,Langestraat 4,"€295,000",4 bedrooms | 181 m² ,4 bedrooms,No,Installed,Just renovated,55 m² ,No
House for sale,"Hazelaarstraat 8,","€289,000",4 bedrooms,4 bedrooms,No,Installed,Good,55 m² ,No
House for sale,"Leo Tertzweillaan 36,","€349,000",3 bedrooms | 160 m² ,3 bedrooms,No,Installed,To be done up,40 m² ,No
Villa for sale,2560 — Bevel,"€465,000",3 bedrooms | 238 m² ,3 bedrooms,No,Installed,Good,40 m² ,No
House for sale,"Eikhofstraat 49,","€775,000",4 bedrooms,4 bedrooms,No,Installed,Good,40 m² ,No
House for sale,7012 — Jemappes,"€40,000",2 bedrooms | 94 m² ,2 bedrooms,No,Installed,To renovate,40 m² ,No
House for sale,Rue Puissant 306,"€49,000",2 bedrooms | 85 m² ,2 bedrooms,No,Not installed,To renovate,40 m² ,No
House for sale,Rue Ferdinand Nicolay 323,"€50,000",5 bedrooms | 182 m² ,5 bedrooms,No,Not installed,To renovate,40 m² ,No
House for sale,Rue du Cimetière 17,"€50,000",3 bedrooms,3 bedrooms,No,Not installed,To renovate,40 m² ,No
Farmhouse for sale,Rue Au Bois la Dame 5,"€60,000",4 bedrooms | 200 m² ,4 bedrooms,No,Not installed,To renovate,40 m² ,No
House for sale,Rue de l'Abbaye 36,"€65,000",2 bedrooms | 95 m² ,2 bedrooms,No,Not installed,To renovate,40 m² ,No
House for sale,7370 — Elouges,"€65,000",3 bedrooms | 179 m² ,3 bedrooms,No,Not installed,To renovate,40 m² ,No
House for sale,7370 — Wihéries,"€65,000",2 bedrooms | 167 m² ,2 bedrooms,No,Not installed,To renovate,40 m² ,No
House for sale,7390 — Quaregnon,"€65,000",2 bedrooms | 175 m² ,2 bedrooms,No,Not installed,To renovate,40 m² ,No
Chalet for sale,Allee des Rossignols 69-71,"€67,500",2 bedrooms | 75 m² ,2 bedrooms,No,Not installed,To renovate,150 m² ,No
House for sale,Rue des Hautes Mezelles 21,"€70,000",1 bedroom | 55 m² ,1 bedroom,No,Semi equipped,Good,150 m² ,Yes
House for sale,7370 — Elouges,"€70,000",1 bedroom | 102 m² ,1 bedroom,No,Semi equipped,To renovate,150 m² ,Yes
House for sale,7301 — Hornu,"€95,000",2 bedrooms | 108 m² ,2 bedrooms,No,Installed,Good,150 m² ,Yes
House for sale,Rue des Wallons 115,"€97,000",4 bedrooms | 160 m² ,4 bedrooms,No,Installed,Good,150 m² ,Yes
House for sale,Stuiverstraat 38,"€97,200",4 bedrooms | 196 m² ,4 bedrooms,No,Installed,Good,150 m² ,Yes
House for sale,Rue de l'Orpheon 11,"€99,000",2 bedrooms | 95 m² ,2 bedrooms,No,Installed,To be done up,150 m² ,No
Villa for sale,Villa aan de Leie 1000 Box C,"€1,100",3 bedrooms | 260 m² ,3 bedrooms,No,Installed,As new,150 m² ,Yes
Apartment for sale,8500 — Kortrijk,"€197,500",2 bedrooms,2 bedrooms,No,Installed,Just renovated,150 m² ,Yes
Apartment for sale,Avenue Houba de Strooper 66,"€329,000",3 bedrooms | 107 m² ,3 bedrooms,No,Installed,Good,150 m² ,Yes
Ground floor for sale,Pastoor Frederickxstraat 44,"€235,000",3 bedrooms | 104 m² ,3 bedrooms,No,Installed,To be done up,150 m² ,Yes
Duplex for sale,Nieuwstraat 99/0201,"€310,000",2 bedrooms | 115 m² ,2 bedrooms,No,Installed,As new,150 m² ,Yes
House for sale,Bremstraat 3,"€275,000",3 bedrooms | 172 m² ,3 bedrooms,No,Semi equipped,Good,150 m² ,Yes
House for sale,Olmsebaan 6-8-10,"€310,000",7 bedrooms,7 bedrooms,No,Semi equipped,To renovate,150 m² ,Yes
House for sale,Jozef van Gorpstraat 13a,"€369,000",2 bedrooms | 170 m² ,2 bedrooms,No,Semi equipped,Good,150 m² ,Yes
House for sale,Rue Jules Destrée 9,"€99,000",3 bedrooms | 146 m² ,3 bedrooms,No,Not installed,Good,150 m² ,No
House for sale,7700 — Mouscron,"€99,000",1 bedroom | 57 m² ,1 bedroom,No,Semi equipped,Good,42 m² ,No
House for sale,7080 — La Bouverie,"€100,000",5 bedrooms | 248 m² ,5 bedrooms,No,Semi equipped,To be done up,42 m² ,No
House for sale,7301 — Hornu,"€105,000",2 bedrooms | 95 m² ,2 bedrooms,No,Semi equipped,Good,42 m² ,No
House for sale,Cour Lebeau 1,"€109,000",3 bedrooms | 163 m² ,3 bedrooms,No,Semi equipped,To renovate,42 m² ,No
