Title,Location,Price,Area,Number_of_Rooms,Furnished,Kitchen type,Status,Garden surface,Swimming Pool
House for sale,rue Saint-Hubert 48,"€175,000",3 bedrooms | 135 m² ,3 bedrooms,No,Hyper equipped,Good,50 m² ,No
House for sale,5580 — Rochefort,"€269,000",5 bedrooms | 239 m² ,5 bedrooms,No,Installed,Good,50 m² ,No
House for sale,Vissersstraat 14,"€388,000",3 bedrooms | 159 m² ,3 bedrooms,No,Installed,Good,50 m² ,No
House for sale,Vissersstraat 14,"€392,000",3 bedrooms | 166 m² ,3 bedrooms,No,Installed,Good,50 m² ,No
House for sale,Rue de la Favette 31 Box A,"€65,000",2 bedrooms | 73 m² ,2 bedrooms,No,Not installed,To renovate,50 m² ,No
House for sale,Rue des Grands-Pres 313,"€79,500",3 bedrooms | 85 m² ,3 bedrooms,No,Not installed,To renovate,50 m² ,No
House for sale,"Stationsstraat 107,","€365,000",4 bedrooms | 189 m² ,4 bedrooms,No,Not installed,Good,50 m² ,No
House for sale,"Kronestraat 22,","€395,000",3 bedrooms | 118 m² ,3 bedrooms,No,Installed,Good,50 m² ,No
House for sale,Rue Pirka 24,"€20,000",2 bedrooms | 104 m² ,2 bedrooms,No,Installed,Good,50 m² ,No
House for sale,Rue Emile-Vandervelde 300,"€30,000",2 bedrooms | 153 m² ,2 bedrooms,No,Installed,Good,50 m² ,No
House for sale,5020 — Malonne,"€40,000",1 bedroom | 90 m² ,1 bedroom,No,Installed,Good,50 m² ,No
Villa for sale,Villa aan de Leie 1000 Box C,"€1,100",3 bedrooms | 260 m² ,3 bedrooms,No,Installed,As new,50 m² ,Yes
Apartment for sale,8500 — Kortrijk,"€197,500",2 bedrooms,2 bedrooms,No,Installed,Just renovated,50 m² ,Yes
Apartment for sale,Avenue Houba de Strooper 66,"€329,000",3 bedrooms | 107 m² ,3 bedrooms,No,Installed,Good,50 m² ,Yes
Ground floor for sale,Pastoor Frederickxstraat 44,"€235,000",3 bedrooms | 104 m² ,3 bedrooms,No,Installed,To be done up,50 m² ,Yes
Duplex for sale,Nieuwstraat 99/0201,"€310,000",2 bedrooms | 115 m² ,2 bedrooms,No,Installed,As new,50 m² ,Yes
House for sale,Bremstraat 3,"€275,000",3 bedrooms | 172 m² ,3 bedrooms,No,Semi equipped,Good,50 m² ,Yes
House for sale,Olmsebaan 6-8-10,"€310,000",7 bedrooms,7 bedrooms,No,Semi equipped,To renovate,50 m² ,Yes
House for sale,Jozef van Gorpstraat 13a,"€369,000",2 bedrooms | 170 m² ,2 bedrooms,No,Semi equipped,Good,50 m² ,Yes
House for sale,7300 — Boussu,"€70,000",2 bedrooms | 91 m² ,2 bedrooms,No,Semi equipped,To be done up,50 m² ,Yes
House for sale,7340 — Paturages,"€85,000",2 bedrooms | 119 m² ,2 bedrooms,No,Semi equipped,To be done up,50 m² ,Yes
House for sale,7390 — Wasmuel,"€85,000",3 bedrooms | 166 m² ,3 bedrooms,No,Semi equipped,To renovate,50 m² ,Yes
House for sale,7301 — Hornu,"€95,000",3 bedrooms | 136 m² ,3 bedrooms,No,Semi equipped,To renovate,50 m² ,Yes
House for sale,Rue Victor Delporte 21,"€95,000",2 bedrooms | 104 m² ,2 bedrooms,No,Not installed,Good,50 m² ,Yes
House for sale,Rue du Paradis 9,"€99,000",2 bedrooms | 113 m² ,2 bedrooms,No,Installed,To be done up,50 m² ,Yes
House for sale,7134 — LEVAL-TRAHEGNIES,"€100,000",2 bedrooms | 127 m² ,2 bedrooms,No,Semi equipped,To renovate,550 m² ,Yes
House for sale,Rue du Huit Mai 45,"€105,000",4 bedrooms | 150 m² ,4 bedrooms,No,Not installed,To renovate,550 m² ,No
House for sale,8930 — Menen,"€117,000",4 bedrooms | 103 m² ,4 bedrooms,No,Installed,To renovate,550 m² ,No
House for sale,Rue du Phénix 54,"€119,000",3 bedrooms | 140 m² ,3 bedrooms,No,Installed,To be done up,80 m² ,No
House for sale,6567 — LABUISSIÈRE,"€125,000",4 bedrooms | 209 m² ,4 bedrooms,No,Semi equipped,To renovate,80 m² ,No
House for sale,rue de la Citadelle 41,"€125,000",3 bedrooms | 120 m² ,3 bedrooms,No,Installed,To be done up,130 m² ,No
House for sale,Chemin de la Lemmetrie 54,"€129,000",1 bedroom | 51 m² ,1 bedroom,No,Semi equipped,Good,80 m² ,No
House for sale,Rue Louis Lambert 52,"€139,000",2 bedrooms | 127 m² ,2 bedrooms,No,Installed,Good,80 m² ,No
House for sale,Rue Jules Destree 92,"€139,000",2 bedrooms | 133 m² ,2 bedrooms,No,Installed,To be done up,80 m² ,No
House for sale,Rue du Taillis 31,"€139,000",2 bedrooms | 103 m² ,2 bedrooms,No,Installed,To be done up,287 m² ,No
House for sale,Rue de la Lune 57,"€149,000",4 bedrooms | 182 m² ,4 bedrooms,No,Semi equipped,Good,367 m² ,No
House for sale,7012 — Jemappes,"€149,000",3 bedrooms | 135 m² ,3 bedrooms,No,Semi equipped,Good,367 m² ,No
House for sale,Rue Henri Crahay 13,"€150,000",4 bedrooms | 241 m² ,4 bedrooms,No,Semi equipped,Good,367 m² ,No
House for sale,7130 — BRAY,"€150,000",4 bedrooms | 150 m² ,4 bedrooms,No,Installed,To be done up,367 m² ,No
House for sale,Rue du Roi Albert 111,"€155,000",3 bedrooms | 135 m² ,3 bedrooms,No,Installed,Good,125 m² ,No
House for sale,Onze Lieve Vrouwstraat 47,"€159,000",3 bedrooms | 134 m² ,3 bedrooms,Yes,Installed,To renovate,125 m² ,No
House for sale,Rue Grande 21,"€160,000",2 bedrooms | 111 m² ,2 bedrooms,No,Installed,To be done up,125 m² ,No
House for sale,7063 — Neufvilles,"€160,000",3 bedrooms | 90 m² ,3 bedrooms,No,Semi equipped,Good,125 m² ,No
House for sale,Rue de Mot 17,"€160,000",2 bedrooms | 101 m² ,2 bedrooms,No,Installed,Good,125 m² ,No
House for sale,Oostrozebekestraat 156,"€160,000",3 bedrooms | 181 m² ,3 bedrooms,No,Installed,To renovate,125 m² ,No
House for sale,Du Peuple 2,"€165,000",3 bedrooms | 191 m² ,3 bedrooms,No,Installed,Good,125 m² ,No
House for sale,"Zomerloosstraat 5,","€165,000",3 bedrooms | 110 m² ,3 bedrooms,No,Installed,To renovate,125 m² ,No
House for sale,"Leeuwerikenstraat 44,","€169,000",2 bedrooms | 135 m² ,2 bedrooms,No,Installed,To renovate,15 m² ,No
House for sale,8540 — Deerlijk,"€175,000",2 bedrooms | 124 m² ,2 bedrooms,No,Installed,Good,22 m² ,No
Villa for sale,Villa aan de Leie 1000 Box C,"€1,100",3 bedrooms | 260 m² ,3 bedrooms,No,Installed,As new,22 m² ,Yes
Apartment for sale,8500 — Kortrijk,"€197,500",2 bedrooms,2 bedrooms,No,Installed,Just renovated,22 m² ,Yes
Apartment for sale,Avenue Houba de Strooper 66,"€329,000",3 bedrooms | 107 m² ,3 bedrooms,No,Installed,Good,22 m² ,Yes
Ground floor for sale,Pastoor Frederickxstraat 44,"€235,000",3 bedrooms | 104 m² ,3 bedrooms,No,Installed,To be done up,22 m² ,Yes
Duplex for sale,Nieuwstraat 99/0201,"€310,000",2 bedrooms | 115 m² ,2 bedrooms,No,Installed,As new,22 m² ,Yes
House for sale,Bremstraat 3,"€275,000",3 bedrooms | 172 m² ,3 bedrooms,No,Semi equipped,Good,22 m² ,Yes
House for sale,Olmsebaan 6-8-10,"€310,000",7 bedrooms,7 bedrooms,No,Semi equipped,To renovate,22 m² ,Yes
House for sale,Jozef van Gorpstraat 13a,"€369,000",2 bedrooms | 170 m² ,2 bedrooms,No,Semi equipped,Good,22 m² ,Yes
House for sale,"Prinses Elisabethlaan 76,","€175,500",3 bedrooms | 165 m² ,3 bedrooms,No,Semi equipped,Good,22 m² ,Yes
House for sale,Vondelstraat 81,"€180,000",2 bedrooms | 224 m² ,2 bedrooms,No,Semi equipped,Good,22 m² ,Yes
House for sale,Prosper Moncareystraat 13,"€180,000",3 bedrooms | 146 m² ,3 bedrooms,No,Installed,To renovate,22 m² ,No
House for sale,"Darmstraat 9,","€185,000",3 bedrooms | 135 m² ,3 bedrooms,No,Installed,To renovate,508 m² ,No
House for sale,8670 — Oostduinkerke,"€189,000",2 bedrooms,2 bedrooms,No,Installed,As new,508 m² ,No
House for sale,Hellestraat 32,"€189,000",3 bedrooms | 137 m² ,3 bedrooms,No,Semi equipped,Just renovated,508 m² ,No
Town-house for sale,Rue De Burenville 56,"€193,000",3 bedrooms | 160 m² ,3 bedrooms,No,Installed,To be done up,240 m² ,No
House for sale,Aandorenstraat 62,"€199,000",3 bedrooms | 180 m² ,3 bedrooms,No,Installed,To be done up,90 m² ,No
House for sale,Oudenburgsesteenweg 21,"€199,000",3 bedrooms | 175 m² ,3 bedrooms,No,Installed,To be done up,90 m² ,No
House for sale,Heldergemstraat 189,"€199,000",3 bedrooms | 145 m² ,3 bedrooms,No,Installed,To renovate,220 m² ,No
House for sale,"Bunsbeekstraat 111,","€209,000",1 bedroom | 84 m² ,1 bedroom,No,Installed,Good,100 m² ,No
House for sale,8550 — Zwevegem,"€210,000",3 bedrooms | 121 m² ,3 bedrooms,No,Installed,Good,188 m² ,No
House for sale,6210 — Les-Bons-Villers,"€219,000",3 bedrooms | 132 m² ,3 bedrooms,No,Installed,Good,188 m² ,No
House for sale,"Vlasbloemstraat 54,","€219,000",3 bedrooms | 150 m² ,3 bedrooms,No,Installed,Good,188 m² ,No
House for sale,Mentenhoekstraat 24,"€219,000",4 bedrooms | 155 m² ,4 bedrooms,No,Installed,To renovate,188 m² ,No
House for sale,7390 — Wasmuel,"€225,000",3 bedrooms | 200 m² ,3 bedrooms,No,Installed,To renovate,188 m² ,No
House for sale,Molenstraat 31,"€225,000",2 bedrooms | 134 m² ,2 bedrooms,No,Installed,To renovate,188 m² ,No
House for sale,Oostendelaan 205/88,"€229,000",3 bedrooms | 80 m² ,3 bedrooms,Yes,Installed,As new,188 m² ,No
House for sale,"Pastoor Slossestraat 19,","€229,000",4 bedrooms,4 bedrooms,No,Installed,Good,188 m² ,No
House for sale,"Koekelarestraat 17,","€229,000",3 bedrooms | 136 m² ,3 bedrooms,No,Installed,Good,188 m² ,No
House for sale,Markegemstraat 33,"€229,000",3 bedrooms | 135 m² ,3 bedrooms,No,Installed,Just renovated,188 m² ,No
House for sale,"zonder naamstraat 16,","€229,000",4 bedrooms | 111 m² ,4 bedrooms,No,USA installed,Good,188 m² ,No
House for sale,Hoenderstraat 6-8,"€230,000",7 bedrooms | 329 m² ,7 bedrooms,No,USA installed,To renovate,188 m² ,No
House for sale,"Gentstraat 94,","€232,000",3 bedrooms | 138 m² ,3 bedrooms,No,Installed,Good,188 m² ,No
House for sale,Testeltsesteenweg 41,"€235,000",5 bedrooms | 222 m² ,5 bedrooms,No,Installed,Good,1100 m² ,No
House for sale,"Ijzerstraat 1,","€235,000",4 bedrooms | 157 m² ,4 bedrooms,No,Installed,Good,48 m² ,No
House for sale,Naamsesteenweg 15,"€235,000",3 bedrooms | 112 m² ,3 bedrooms,No,Installed,Just renovated,48 m² ,No
House for sale,Rue Astrid 18,"€239,000",3 bedrooms | 205 m² ,3 bedrooms,No,Installed,Good,48 m² ,No
House for sale,6210 — Les-Bons-Villers,"€239,000",3 bedrooms | 132 m² ,3 bedrooms,No,Installed,Good,48 m² ,No
House for sale,Rue Faignart 26,"€240,000",2 bedrooms | 131 m² ,2 bedrooms,No,Hyper equipped,As new,77 m² ,No
Mixed-use building for sale,Lavendelhof,"€245,000",1 bedroom | 55 m² ,1 bedroom,Yes,Hyper equipped,As new,77 m² ,No
House for sale,"Vrijheidsstraat 1,D","€247,000",3 bedrooms | 200 m² ,3 bedrooms,No,Hyper equipped,As new,77 m² ,No
House for sale,6044 — Roux,"€249,000",3 bedrooms | 159 m² ,3 bedrooms,No,Installed,Good,700 m² ,Yes
House for sale,Graaf de Mûelenaerelaan 16,"€249,000",3 bedrooms | 145 m² ,3 bedrooms,No,Installed,To be done up,700 m² ,No
House for sale,Rozenstraat 13,"€249,900",3 bedrooms | 180 m² ,3 bedrooms,No,Installed,To renovate,700 m² ,No
House for sale,Hoogstraatsebaan 110,"€250,000",4 bedrooms | 158 m² ,4 bedrooms,No,Installed,To renovate,700 m² ,No
House for sale,rue de leuze 28,"€250,000",3 bedrooms,3 bedrooms,No,Installed,Good,700 m² ,No
House for sale,"Acacialaan 49,","€250,000",4 bedrooms | 150 m² ,4 bedrooms,No,Installed,Good,700 m² ,No
House for sale,"Volderstraat 36,","€255,000",4 bedrooms | 253 m² ,4 bedrooms,No,Installed,Good,700 m² ,No
House for sale,Damberdstraat 35,"€255,000",3 bedrooms | 155 m² ,3 bedrooms,No,Installed,As new,700 m² ,No
Villa for sale,Chemin du Halage 91,"€259,000",3 bedrooms | 138 m² ,3 bedrooms,No,USA installed,To be done up,700 m² ,No
House for sale,Beukenlaan 25,"€259,000",3 bedrooms | 175 m² ,3 bedrooms,No,Installed,Good,70 m² ,No
House for sale,8434 — Westende,"€259,500",3 bedrooms | 82 m² ,3 bedrooms,No,Installed,As new,70 m² ,No
House for sale,Clerenblock 14,"€260,000",2 bedrooms,2 bedrooms,No,Installed,As new,70 m² ,No
Farmhouse for sale,"Panisbornestraat 11,","€260,000",2 bedrooms | 139 m² ,2 bedrooms,No,Not installed,To renovate,70 m² ,No
House for sale,Rue de Sartiau 153,"€260,000",2 bedrooms,2 bedrooms,No,Not installed,As new,490 m² ,No
House for sale,1420 — Braine-l'Alleud,"€265,000",2 bedrooms | 144 m² ,2 bedrooms,No,Installed,Good,490 m² ,No
House for sale,Izegemsestraat 30,"€269,000",3 bedrooms | 186 m² ,3 bedrooms,No,Semi equipped,To be done up,490 m² ,No
House for sale,Buisstraat 42,"€269,000",2 bedrooms | 95 m² ,2 bedrooms,No,Semi equipped,Just renovated,490 m² ,No
House for sale,Buisstraat 42,"€269,000",2 bedrooms | 95 m² ,2 bedrooms,No,Semi equipped,Just renovated,490 m² ,No
House for sale,7090 — Braine-le-Comte,"€270,000",2 bedrooms | 165 m² ,2 bedrooms,No,Installed,Good,440 m² ,No
House for sale,1420 — Braine-l'Alleud,"€275,000",3 bedrooms | 110 m² ,3 bedrooms,No,Installed,Good,440 m² ,No
Bungalow for sale,Avenue Roger Dejardin 168,"€275,000",2 bedrooms | 110 m² ,2 bedrooms,No,Semi equipped,Good,440 m² ,No
House for sale,Hendrik Consciencestraat 42,"€279,000",4 bedrooms | 220 m² ,4 bedrooms,No,Hyper equipped,As new,84 m² ,No
Mixed-use building for sale,Van Overbekelaan 196,"€280,000",3 bedrooms | 116 m² ,3 bedrooms,No,Hyper equipped,As new,84 m² ,No
House for sale,Valkenhof 24,"€284,000",3 bedrooms | 128 m² ,3 bedrooms,No,Hyper equipped,As new,418 m² ,No
House for sale,Kamershoek 25,"€284,000",2 bedrooms | 88 m² ,2 bedrooms,No,Hyper equipped,As new,418 m² ,No
House for sale,2222 — Itegem,"€285,000",2 bedrooms | 112 m² ,2 bedrooms,No,Installed,Good,418 m² ,No
House for sale,Jules Stiernet 119,"€289,000",3 bedrooms,3 bedrooms,No,Installed,Good,418 m² ,No
House for sale,Lepelstraat 78,"€298,000",3 bedrooms | 152 m² ,3 bedrooms,No,Installed,Just renovated,418 m² ,No
House for sale,"Diksmuidestraat 98,","€299,000",3 bedrooms | 115 m² ,3 bedrooms,No,Installed,Good,45 m² ,No
House for sale,Olmendreef 1A,"€299,000",3 bedrooms | 152 m² ,3 bedrooms,No,Hyper equipped,As new,45 m² ,No
House for sale,Hoge Buizemont 146,"€299,000",4 bedrooms,4 bedrooms,No,Installed,Just renovated,170 m² ,No
House for sale,Kruisstraat 67,"€299,900",4 bedrooms | 190 m² ,4 bedrooms,No,Installed,As new,170 m² ,No
House for sale,2220 — Heist-op-den-Berg,"€319,000",3 bedrooms | 127 m² ,3 bedrooms,No,Installed,Just renovated,170 m² ,No
House for sale,6110 — Montigny-le-Tilleul,"€320,000",2 bedrooms | 111 m² ,2 bedrooms,No,Installed,Good,340 m² ,No
House for sale,7387 — Fayt-le-franc,"€320,000",3 bedrooms | 169 m² ,3 bedrooms,No,Installed,Good,1097 m² ,Yes
House for sale,Sint-Pieterskerklaan 8,"€325,000",4 bedrooms | 190 m² ,4 bedrooms,No,Installed,To renovate,1097 m² ,Yes
House for sale,Stuiverstraat 289,"€329,000",3 bedrooms | 174 m² ,3 bedrooms,No,Hyper equipped,As new,52 m² ,Yes
Mixed-use building for sale,Markgravelei 5,"€329,900",3 bedrooms | 122 m² ,3 bedrooms,No,Installed,Just renovated,6 m² ,Yes
House for sale,Molenstraat 16,"€330,000",3 bedrooms,3 bedrooms,No,Installed,Just renovated,6 m² ,Yes
House for sale,Jonkershovestraat 276 Box c,"€330,000",3 bedrooms | 334 m² ,3 bedrooms,No,Installed,Good,6 m² ,Yes
House for sale,"Leiestraat 74,","€330,000",3 bedrooms | 140 m² ,3 bedrooms,No,Installed,Good,6 m² ,Yes
House for sale,Vierwegstraat 2,"€331,000",11 bedrooms | 269 m² ,11 bedrooms,No,Installed,To renovate,6 m² ,No
House for sale,Place Verte 44,"€334,000",3 bedrooms | 169 m² ,3 bedrooms,No,Not installed,To renovate,6 m² ,No
House for sale,1420 — Braine-l'Alleud,"€335,000",3 bedrooms | 129 m² ,3 bedrooms,No,Installed,Good,6 m² ,No
House for sale,"Dreve 2,","€335,000",3 bedrooms,3 bedrooms,No,Installed,Good,6 m² ,No
House for sale,1420 — Braine L'Alleud,"€339,000",3 bedrooms | 110 m² ,3 bedrooms,No,Hyper equipped,As new,6 m² ,No
House for sale,Rue de la Tourette 10,"€345,000",4 bedrooms | 227 m² ,4 bedrooms,No,Hyper equipped,Just renovated,215 m² ,No
Villa for sale,6001 — Marcinelle,"€345,000",4 bedrooms | 155 m² ,4 bedrooms,No,Installed,Good,1224 m² ,No
House for sale,Oostendse Baan 86 Box 1,"€345,000",4 bedrooms | 150 m² ,4 bedrooms,No,Hyper equipped,As new,1224 m² ,No
House for sale,1470 — Genappe,"€348,000",3 bedrooms | 262 m² ,3 bedrooms,No,Installed,Good,1224 m² ,No
House for sale,Houtvensesteenweg 44,"€349,000",2 bedrooms | 114 m² ,2 bedrooms,No,Installed,To be done up,1224 m² ,No
House for sale,Tulpstraat 4,"€349,000",3 bedrooms | 180 m² ,3 bedrooms,No,Installed,To be done up,1224 m² ,No
House for sale,Wagenmakerstraat 21,"€349,000",3 bedrooms | 160 m² ,3 bedrooms,No,Installed,As new,1224 m² ,No
House for sale,1420 — Braine-l'Alleud,"€360,000",3 bedrooms | 105 m² ,3 bedrooms,No,Installed,Good,1224 m² ,No
House for sale,Rue d'Anethan 9,"€365,000",5 bedrooms | 139 m² ,5 bedrooms,No,Installed,Good,1224 m² ,No
House for sale,"Hulsbergweg 24,","€365,000",4 bedrooms | 180 m² ,4 bedrooms,No,Installed,Good,390 m² ,No
Bungalow for sale,"Clivialaan 10,","€369,000",4 bedrooms | 154 m² ,4 bedrooms,No,Installed,Good,250 m² ,No
House for sale,3384 — Glabbeek Attenrode,"€375,000",3 bedrooms | 158 m² ,3 bedrooms,No,USA hyper equipped,As new,250 m² ,No
Villa for sale,Villa aan de Leie 1000 Box C,"€1,100",3 bedrooms | 260 m² ,3 bedrooms,No,USA hyper equipped,As new,250 m² ,Yes
Apartment for sale,8500 — Kortrijk,"€197,500",2 bedrooms,2 bedrooms,No,Installed,Just renovated,250 m² ,Yes
Apartment for sale,Avenue Houba de Strooper 66,"€329,000",3 bedrooms | 107 m² ,3 bedrooms,No,Installed,Good,250 m² ,Yes
Ground floor for sale,Pastoor Frederickxstraat 44,"€235,000",3 bedrooms | 104 m² ,3 bedrooms,No,Installed,To be done up,250 m² ,Yes
Duplex for sale,Nieuwstraat 99/0201,"€310,000",2 bedrooms | 115 m² ,2 bedrooms,No,Installed,As new,250 m² ,Yes
House for sale,Bremstraat 3,"€275,000",3 bedrooms | 172 m² ,3 bedrooms,No,Semi equipped,Good,250 m² ,Yes
House for sale,Olmsebaan 6-8-10,"€310,000",7 bedrooms,7 bedrooms,No,Semi equipped,To renovate,250 m² ,Yes
House for sale,Jozef van Gorpstraat 13a,"€369,000",2 bedrooms | 170 m² ,2 bedrooms,No,Semi equipped,Good,250 m² ,Yes
House for sale,Terfakkerstraat 9,"€375,000",4 bedrooms | 200 m² ,4 bedrooms,No,Installed,Good,250 m² ,Yes
House for sale,Wachtebekestraat 108./A..,"€375,000",3 bedrooms | 180 m² ,3 bedrooms,No,Hyper equipped,As new,250 m² ,No
House for sale,Wakkensteenweg 84,"€379,000",3 bedrooms | 150 m² ,3 bedrooms,No,Installed,As new,240 m² ,No
House for sale,1410 — Waterloo,"€389,000",3 bedrooms | 150 m² ,3 bedrooms,No,Installed,As new,240 m² ,No
House for sale,1180 — Uccle,"€395,000",3 bedrooms | 110 m² ,3 bedrooms,No,Semi equipped,Good,15 m² ,No
Exceptional property for sale,3350 — Neerlinter,"€395,000",3 bedrooms | 185 m² ,3 bedrooms,No,Installed,Good,15 m² ,No
House for sale,"Warandestraat 86,","€395,000",4 bedrooms,4 bedrooms,No,Installed,To renovate,15 m² ,No
Villa for sale,Wijngaardstraat 3,"€395,000",4 bedrooms | 295 m² ,4 bedrooms,No,Installed,As new,15 m² ,No
Town-house for sale,3140 — Keerbergen,"€399,000",3 bedrooms | 221 m² ,3 bedrooms,No,Installed,Good,15 m² ,No
House for sale,Rue du Rivage 3,"€400,000",5 bedrooms,5 bedrooms,No,Installed,As new,1500 m² ,No
House for sale,Stationsstraat 39,"€400,000",3 bedrooms | 170 m² ,3 bedrooms,No,Installed,As new,1500 m² ,No
House for sale,Molenstraat 132,"€410,000",4 bedrooms | 226 m² ,4 bedrooms,No,Hyper equipped,As new,1500 m² ,No
House for sale,Tulpenstraat 9,"€425,000",2 bedrooms | 255 m² ,2 bedrooms,No,Not installed,As new,460 m² ,No
House for sale,George Vanhoorenstraat 37,"€425,000",3 bedrooms,3 bedrooms,No,Installed,As new,460 m² ,No
House for sale,Boslaan 91,"€435,000",5 bedrooms | 197 m² ,5 bedrooms,No,Installed,Just renovated,460 m² ,No
House for sale,Boslaan 91,"€435,000",5 bedrooms | 197 m² ,5 bedrooms,No,Installed,Just renovated,460 m² ,No
House for sale,Struikstraat 99 Box 5,"€442,500",3 bedrooms | 208 m² ,3 bedrooms,No,Hyper equipped,As new,460 m² ,No
House for sale,1180 — Uccle,"€450,000",4 bedrooms | 200 m² ,4 bedrooms,No,Installed,As new,20 m² ,No
Apartment block for sale,1180 — Uccle,"€450,000",3 bedrooms | 200 m² ,3 bedrooms,No,Installed,As new,20 m² ,No
House for sale,Henri Dunantstraat 24,"€450,000",4 bedrooms,4 bedrooms,No,Installed,To renovate,20 m² ,No
Apartment block for sale,Ruddervoordsestraat 33,"€450,000",6 bedrooms | 375 m² ,6 bedrooms,No,Semi equipped,As new,20 m² ,No
Apartment block for sale,Warandestraat 12,"€450,000",3 bedrooms | 206 m² ,3 bedrooms,No,Installed,To renovate,20 m² ,No
House for sale,Penitentienenstraat 69,"€459,000",3 bedrooms | 110 m² ,3 bedrooms,No,USA hyper equipped,As new,20 m² ,No
House for sale,"Hooistraat 11,","€465,000",4 bedrooms | 168 m² ,4 bedrooms,No,Installed,Good,20 m² ,No
House for sale,1420 — Braine-l'Alleud,"€475,000",4 bedrooms | 230 m² ,4 bedrooms,No,Installed,Good,700 m² ,No
Apartment block for sale,Neerhofstraat 27,"€475,000",4 bedrooms,4 bedrooms,No,Installed,Good,700 m² ,No
House for sale,Neerhofstraat 27,"€475,000",5 bedrooms,5 bedrooms,No,Installed,Good,700 m² ,No
House for sale,Rue Godefroid Devreese 22,"€479,000",6 bedrooms | 255 m² ,6 bedrooms,No,Installed,To renovate,700 m² ,No
House for sale,2590 — Berlaar,"€495,000",3 bedrooms | 246 m² ,3 bedrooms,No,Installed,To be done up,700 m² ,No
House for sale,Haldertstraat 100,"€495,000",3 bedrooms | 209 m² ,3 bedrooms,No,Hyper equipped,To be done up,700 m² ,No
Villa for sale,Villa aan de Leie 1000 Box C,"€1,100",3 bedrooms | 260 m² ,3 bedrooms,No,Hyper equipped,As new,700 m² ,Yes
Apartment for sale,8500 — Kortrijk,"€197,500",2 bedrooms,2 bedrooms,No,Installed,Just renovated,700 m² ,Yes
Apartment for sale,Avenue Houba de Strooper 66,"€329,000",3 bedrooms | 107 m² ,3 bedrooms,No,Installed,Good,700 m² ,Yes
Ground floor for sale,Pastoor Frederickxstraat 44,"€235,000",3 bedrooms | 104 m² ,3 bedrooms,No,Installed,To be done up,700 m² ,Yes
Duplex for sale,Nieuwstraat 99/0201,"€310,000",2 bedrooms | 115 m² ,2 bedrooms,No,Installed,As new,700 m² ,Yes
House for sale,Bremstraat 3,"€275,000",3 bedrooms | 172 m² ,3 bedrooms,No,Semi equipped,Good,700 m² ,Yes
House for sale,Olmsebaan 6-8-10,"€310,000",7 bedrooms,7 bedrooms,No,Semi equipped,To renovate,700 m² ,Yes
House for sale,Jozef van Gorpstraat 13a,"€369,000",2 bedrooms | 170 m² ,2 bedrooms,No,Semi equipped,Good,700 m² ,Yes
House for sale,Appelstraat 43,"€499,000",6 bedrooms,6 bedrooms,No,Installed,Good,700 m² ,Yes
Villa for sale,8670 — Koksijde,"€499,000",3 bedrooms,3 bedrooms,No,Installed,As new,700 m² ,No
Mansion for sale,Kerkstraat 22,"€499,000",4 bedrooms | 224 m² ,4 bedrooms,No,USA semi equipped,As new,700 m² ,No
House for sale,1300 — Wavre,"€500,000",3 bedrooms | 195 m² ,3 bedrooms,No,USA semi equipped,To be done up,700 m² ,No
House for sale,"Notelarenlaan 1,A","€519,000",3 bedrooms | 228 m² ,3 bedrooms,No,Installed,As new,700 m² ,No
House for sale,Aardenburgkalseide 336 Box C,"€525,000",3 bedrooms | 188 m² ,3 bedrooms,No,Installed,Good,700 m² ,No
House for sale,Edouard Remyvest 18,"€545,000",5 bedrooms | 243 m² ,5 bedrooms,No,Installed,To be done up,300 m² ,No
House for sale,"Boonakker 29,","€545,000",3 bedrooms | 224 m² ,3 bedrooms,No,Installed,Good,300 m² ,No
House for sale,1495 — Villers-la-Ville,"€550,000",5 bedrooms,5 bedrooms,No,Installed,To renovate,300 m² ,No
Villa for sale,Leopoldlaan 34,"€550,000",4 bedrooms | 424 m² ,4 bedrooms,No,Installed,As new,300 m² ,No
House for sale,Reststraat 33,"€560,000",3 bedrooms,3 bedrooms,No,Installed,Good,300 m² ,No
Villa for sale,1420 — Braine-l'Alleud,"€565,000",5 bedrooms | 197 m² ,5 bedrooms,No,Installed,Good,300 m² ,No
House for sale,Meerhem 2,"€570,000",5 bedrooms | 364 m² ,5 bedrooms,No,Installed,To be done up,300 m² ,No
House for sale,"Kallestraat 60,","€580,000",6 bedrooms | 427 m² ,6 bedrooms,No,Installed,To be done up,300 m² ,No
Farmhouse for sale,Rue docteur jadot 105,"€590,000",4 bedrooms,4 bedrooms,No,Installed,Good,10558 m² ,No
Apartment block for sale,Rue du Dam 32,"€595,000",5 bedrooms | 320 m² ,5 bedrooms,No,Installed,To restore,10558 m² ,No
Villa for sale,Hannaerden 13,"€595,000",4 bedrooms | 269 m² ,4 bedrooms,No,Installed,As new,10558 m² ,No
House for sale,Krauwenberg 37,"€599,000",4 bedrooms | 150 m² ,4 bedrooms,No,Installed,Just renovated,460 m² ,No
Villa for sale,Elzendreef 2,"€599,000",3 bedrooms | 202 m² ,3 bedrooms,No,Hyper equipped,As new,747 m² ,No
House for sale,Rue De Lisala - Lisalastraat 21,"€600,000",4 bedrooms,4 bedrooms,No,Installed,As new,250 m² ,No
House for sale,6860 — L©GLISE,"€615,000",3 bedrooms | 284 m² ,3 bedrooms,No,Hyper equipped,Just renovated,250 m² ,No
